date,areaName,areaCode,confirmedRate,latestBy,confirmed,deathNew,death,deathRate
2022-03-22,United Kingdom,K02000001,30431.4,94524,20413731,250,163929,244.4
2022-03-21,United Kingdom,K02000001,30290.8,226524,20319434,169,163679,244.0
2022-03-20,United Kingdom,K02000001,29954.4,0,20093762,0,163511,243.8
2022-03-19,United Kingdom,K02000001,29954.4,0,20093762,0,163511,243.8
2022-03-18,United Kingdom,K02000001,29954.4,90349,20093762,126,163511,243.8
2022-03-17,United Kingdom,K02000001,29817.0,89717,20001627,138,163386,243.6
2022-03-16,United Kingdom,K02000001,29682.2,91345,19911155,153,163248,243.4
2022-03-15,United Kingdom,K02000001,29546.5,109802,19820181,200,163095,243.1
2022-03-14,United Kingdom,K02000001,29368.8,170985,19700952,135,162873,242.8
2022-03-13,United Kingdom,K02000001,29114.7,0,19530485,0,162738,242.6
2022-03-12,United Kingdom,K02000001,29114.7,0,19530485,0,162738,242.6
2022-03-11,United Kingdom,K02000001,29114.7,72898,19530485,114,162738,242.6
2022-03-10,United Kingdom,K02000001,29006.6,71259,19457976,142,162624,242.4
2022-03-09,United Kingdom,K02000001,28881.2,67159,19373884,123,162482,242.2
2022-03-08,United Kingdom,K02000001,28781.5,61900,19307014,212,162359,242.0
2022-03-07,United Kingdom,K02000001,28689.5,126604,19245301,139,162147,241.7
2022-03-06,United Kingdom,K02000001,28501.5,0,19119181,0,162008,241.5
2022-03-05,United Kingdom,K02000001,28501.5,0,19119181,0,162008,241.5
2022-03-04,United Kingdom,K02000001,28501.5,44740,19119181,110,162008,241.5
2022-03-03,United Kingdom,K02000001,28435.2,45656,19074696,194,161898,241.3
2022-03-02,United Kingdom,K02000001,28367.6,44017,19029321,74,161704,241.1
2022-03-01,United Kingdom,K02000001,28302.4,39000,18985568,194,161630,240.9
2022-02-28,United Kingdom,K02000001,28155.0,82451,18886701,138,161361,240.5
2022-02-27,United Kingdom,K02000001,28032.8,0,18804765,0,161224,240.3
2022-02-26,United Kingdom,K02000001,28032.8,0,18804765,0,161224,240.3
2022-02-25,United Kingdom,K02000001,28032.8,31933,18804765,120,161224,240.3
2022-02-24,United Kingdom,K02000001,27985.7,38933,18773164,125,161104,240.2
2022-02-23,United Kingdom,K02000001,27928.4,39656,18734683,164,160979,240.0
2022-02-22,United Kingdom,K02000001,27869.9,41130,18695448,205,160815,239.7
2022-02-21,United Kingdom,K02000001,27808.9,38409,18654572,15,160610,239.4
2022-02-20,United Kingdom,K02000001,27752.1,31170,18616433,74,160595,239.4
2022-02-19,United Kingdom,K02000001,27705.8,39693,18585423,142,160521,239.3
2022-02-18,United Kingdom,K02000001,27647.4,47685,18546205,158,160379,239.1
2022-02-17,United Kingdom,K02000001,27577.1,51899,18499058,183,160221,238.8
2022-02-16,United Kingdom,K02000001,27500.5,54218,18447706,199,160038,238.6
2022-02-15,United Kingdom,K02000001,27420.4,46186,18393951,234,159839,238.3
2022-02-14,United Kingdom,K02000001,27352.0,41648,18348029,35,159605,237.9
2022-02-13,United Kingdom,K02000001,27290.4,41270,18306704,52,159570,237.9
2022-02-12,United Kingdom,K02000001,27229.5,46025,18265918,167,159518,237.8
2022-02-11,United Kingdom,K02000001,27161.9,58899,18220515,193,159351,237.5
2022-02-10,United Kingdom,K02000001,27074.9,66638,18162199,206,159158,237.3
2022-02-09,United Kingdom,K02000001,26833.3,68214,18000119,276,158953,237.0
2022-02-08,United Kingdom,K02000001,26733.0,66183,17932803,314,158677,236.5
2022-02-07,United Kingdom,K02000001,26634.3,57623,17866632,45,158363,236.1
2022-02-06,United Kingdom,K02000001,26549.1,57337,17809459,75,158318,236.0
2022-02-05,United Kingdom,K02000001,26464.8,63493,17752892,259,158243,235.9
2022-02-04,United Kingdom,K02000001,26370.8,84053,17689885,254,157984,235.5
2022-02-03,United Kingdom,K02000001,26248.5,88171,17607832,303,157730,235.1
2022-02-02,United Kingdom,K02000001,26117.2,92594,17519708,552,157427,234.7
2022-02-01,United Kingdom,K02000001,25981.0,112458,17428345,219,156875,233.9
2022-01-31,United Kingdom,K02000001,25813.3,92368,17315893,51,155754,232.2
2022-01-30,United Kingdom,K02000001,24564.9,69007,16478467,91,155704,232.1
2022-01-29,United Kingdom,K02000001,24462.1,76069,16409459,296,155613,232.0
2022-01-28,United Kingdom,K02000001,24349.6,89176,16333980,277,155317,231.5
2022-01-27,United Kingdom,K02000001,24217.6,96871,16245474,338,155040,231.1
2022-01-26,United Kingdom,K02000001,24074.3,102292,16149319,346,154702,230.6
2022-01-25,United Kingdom,K02000001,23922.8,94326,16047716,439,154356,230.1
2022-01-24,United Kingdom,K02000001,23782.6,88447,15953685,56,153916,229.4
2022-01-23,United Kingdom,K02000001,23652.4,78317,15866316,75,153862,229.4
2022-01-22,United Kingdom,K02000001,23535.5,80263,15787937,297,153787,229.3
2022-01-21,United Kingdom,K02000001,23418.0,95787,15709059,288,153490,228.8
2022-01-20,United Kingdom,K02000001,23275.2,107364,15613283,330,153202,228.4
2022-01-19,United Kingdom,K02000001,23116.4,108069,15506750,359,152872,227.9
2022-01-18,United Kingdom,K02000001,22956.2,94432,15399300,438,152513,227.4
2022-01-17,United Kingdom,K02000001,22816.2,84429,15305410,85,152075,226.7
2022-01-16,United Kingdom,K02000001,22690.9,75041,15221366,91,151990,226.6
2022-01-15,United Kingdom,K02000001,22580.2,81713,15147099,287,151899,226.4
2022-01-14,United Kingdom,K02000001,22459.9,99652,15066395,270,151612,226.0
2022-01-13,United Kingdom,K02000001,22313.0,109133,14967817,335,151342,225.6
2022-01-12,United Kingdom,K02000001,22155.4,129587,14862138,398,151007,225.1
2022-01-11,United Kingdom,K02000001,21962.3,120821,14732594,379,150609,224.5
2022-01-10,United Kingdom,K02000001,21790.5,142224,14617314,77,150230,224.0
2022-01-09,United Kingdom,K02000001,21578.6,141472,14475192,97,150154,223.8
2022-01-08,United Kingdom,K02000001,21367.8,146390,14333794,313,150057,223.7
2022-01-07,United Kingdom,K02000001,21158.3,178250,14193228,229,149744,223.2
2022-01-06,United Kingdom,K02000001,20892.7,179756,14015065,231,149515,222.9
2022-01-05,United Kingdom,K02000001,20624.7,194747,13835334,334,149284,222.5
2022-01-04,United Kingdom,K02000001,20335.8,218724,13641520,49,148950,222.0
2022-01-03,United Kingdom,K02000001,20009.8,157758,13422815,42,148901,222.0
2022-01-02,United Kingdom,K02000001,19776.7,151663,13266431,73,148859,221.9
2022-01-01,United Kingdom,K02000001,19554.6,179637,13117469,162,148786,221.8
2021-12-31,United Kingdom,K02000001,19286.9,189846,12937886,203,148624,221.6
2021-12-30,United Kingdom,K02000001,19003.9,189213,12748050,332,148421,221.3
2021-12-29,United Kingdom,K02000001,18723.5,183037,12559926,57,148089,220.8
2021-12-28,United Kingdom,K02000001,18452.0,138831,12377822,19,148032,220.7
2021-12-27,United Kingdom,K02000001,18246.2,109077,12239797,143,148013,220.6
2021-12-26,United Kingdom,K02000001,18085.7,119923,12132098,3,147870,220.4
2021-12-25,United Kingdom,K02000001,17908.4,121880,12013153,10,147867,220.4
2021-12-24,United Kingdom,K02000001,17726.7,122186,11891292,137,147857,220.4
2021-12-23,United Kingdom,K02000001,17545.8,119789,11769921,147,147720,220.2
2021-12-22,United Kingdom,K02000001,17363.2,109655,11647473,140,147573,220.0
2021-12-21,United Kingdom,K02000001,17206.2,90629,11542143,172,147433,219.8
2021-12-20,United Kingdom,K02000001,17073.5,91743,11453121,44,147261,219.5
2021-12-19,United Kingdom,K02000001,16936.8,82886,11361387,45,147218,219.5
2021-12-18,United Kingdom,K02000001,16814.6,90418,11279428,125,147173,219.4
2021-12-17,United Kingdom,K02000001,16681.8,93045,11190354,111,147048,219.2
2021-12-16,United Kingdom,K02000001,16543.9,88376,11097851,146,146937,219.0
2021-12-15,United Kingdom,K02000001,16413.4,78610,11010286,165,146791,218.8
2021-12-14,United Kingdom,K02000001,16297.5,59610,10932545,150,146627,218.6
2021-12-13,United Kingdom,K02000001,16209.4,54661,10873468,38,146477,218.4
2021-12-12,United Kingdom,K02000001,16129.0,48854,10819515,52,146439,218.3
2021-12-11,United Kingdom,K02000001,16057.3,54073,10771444,132,146387,218.2
2021-12-10,United Kingdom,K02000001,15979.4,58194,10719165,120,146255,218.0
2021-12-09,United Kingdom,K02000001,15892.6,50867,10660981,148,146135,217.8
2021-12-08,United Kingdom,K02000001,15818.1,51342,10610958,161,145987,217.6
2021-12-07,United Kingdom,K02000001,15742.6,45691,10560341,180,145826,217.4
2021-12-06,United Kingdom,K02000001,15675.4,51459,10515239,41,145646,217.1
2021-12-05,United Kingdom,K02000001,15599.6,43992,10464389,54,145605,217.1
2021-12-04,United Kingdom,K02000001,15535.1,42848,10421104,127,145551,217.0
2021-12-03,United Kingdom,K02000001,15473.2,50584,10379647,143,145424,216.8
2021-12-02,United Kingdom,K02000001,15397.9,53945,10329074,141,145281,216.6
2021-12-01,United Kingdom,K02000001,15318.8,48374,10276007,171,145140,216.4
2021-11-30,United Kingdom,K02000001,15248.3,39716,10228772,159,144969,216.1
2021-11-29,United Kingdom,K02000001,15189.1,42583,10189059,35,144810,215.9
2021-11-28,United Kingdom,K02000001,15126.3,37681,10146915,51,144775,215.8
2021-11-27,United Kingdom,K02000001,15071.9,39567,10110408,131,144724,215.7
2021-11-26,United Kingdom,K02000001,15012.9,50091,10070841,160,144593,215.5
2021-11-25,United Kingdom,K02000001,14939.3,47240,10021497,147,144433,215.3
2021-11-24,United Kingdom,K02000001,14869.8,43676,9974843,149,144286,215.1
2021-11-23,United Kingdom,K02000001,14806.5,42484,9932408,165,144137,214.9
2021-11-22,United Kingdom,K02000001,14743.2,44917,9889926,45,143972,214.6
2021-11-21,United Kingdom,K02000001,14677.0,40004,9845492,61,143927,214.6
2021-11-20,United Kingdom,K02000001,14618.1,40941,9806034,150,143866,214.5
2021-11-19,United Kingdom,K02000001,14558.7,44242,9766153,157,143716,214.2
2021-11-18,United Kingdom,K02000001,14492.8,46807,9721916,199,143559,214.0
2021-11-17,United Kingdom,K02000001,14422.9,38263,9675058,201,143360,213.7
2021-11-16,United Kingdom,K02000001,14366.4,37243,9637190,214,143159,213.4
2021-11-15,United Kingdom,K02000001,14311.6,39705,9600369,47,142945,213.1
2021-11-14,United Kingdom,K02000001,14253.0,36517,9561099,63,142898,213.0
2021-11-13,United Kingdom,K02000001,14199.2,38351,9524971,157,142835,212.9
2021-11-12,United Kingdom,K02000001,14143.0,40375,9487302,145,142678,212.7
2021-11-11,United Kingdom,K02000001,14085.0,42408,9448402,195,142533,212.5
2021-11-10,United Kingdom,K02000001,14021.8,39329,9406001,214,142338,212.2
2021-11-09,United Kingdom,K02000001,13963.2,33117,9366676,262,142124,211.9
2021-11-08,United Kingdom,K02000001,13914.3,32322,9333891,57,141862,211.5
2021-11-07,United Kingdom,K02000001,13866.6,30305,9301909,62,141805,211.4
2021-11-06,United Kingdom,K02000001,13822.1,30693,9272066,155,141743,211.3
2021-11-05,United Kingdom,K02000001,13777.2,34029,9241916,193,141588,211.1
2021-11-04,United Kingdom,K02000001,13727.0,37269,9208219,214,141395,210.8
2021-11-03,United Kingdom,K02000001,13672.5,41299,9171660,217,141181,210.5
2021-11-02,United Kingdom,K02000001,13611.6,33865,9130857,293,140964,210.1
2021-11-01,United Kingdom,K02000001,13561.6,40077,9097311,40,140672,209.7
2021-10-31,United Kingdom,K02000001,13502.5,38009,9057629,74,140632,209.6
2021-10-30,United Kingdom,K02000001,13446.3,41278,9019962,166,140558,209.5
2021-10-29,United Kingdom,K02000001,13385.6,43467,8979236,186,140392,209.3
2021-10-28,United Kingdom,K02000001,13321.4,39842,8936155,165,140206,209.0
2021-10-27,United Kingdom,K02000001,13263.2,43941,8897149,207,140041,208.8
2021-10-26,United Kingdom,K02000001,13197.8,40954,8853227,263,139834,208.5
2021-10-25,United Kingdom,K02000001,13133.0,36567,8809774,38,139571,208.1
2021-10-24,United Kingdom,K02000001,13079.2,39962,8773674,72,139533,208.0
2021-10-23,United Kingdom,K02000001,13021.4,44985,8734934,135,139461,207.9
2021-10-22,United Kingdom,K02000001,12954.4,49298,8689949,180,139326,207.7
2021-10-21,United Kingdom,K02000001,12881.7,52009,8641221,115,139146,207.4
2021-10-20,United Kingdom,K02000001,12805.0,49139,8589737,179,139031,207.3
2021-10-19,United Kingdom,K02000001,12732.6,43738,8541192,223,138852,207.0
2021-10-18,United Kingdom,K02000001,12668.0,49156,8497868,45,138629,206.7
2021-10-17,United Kingdom,K02000001,12595.4,45140,8449165,57,138584,206.6
2021-10-16,United Kingdom,K02000001,12528.8,43423,8404469,148,138527,206.5
2021-10-15,United Kingdom,K02000001,12465.0,44932,8361651,145,138379,206.3
2021-10-14,United Kingdom,K02000001,12399.1,45066,8317439,157,138237,206.1
2021-10-13,United Kingdom,K02000001,12332.6,42776,8272883,136,138080,205.8
2021-10-12,United Kingdom,K02000001,12270.8,38520,8231437,181,137944,205.6
2021-10-11,United Kingdom,K02000001,12214.7,40224,8193769,28,137763,205.4
2021-10-10,United Kingdom,K02000001,12155.9,34574,8154306,38,137735,205.3
2021-10-09,United Kingdom,K02000001,12105.8,34950,8120713,133,137697,205.3
2021-10-08,United Kingdom,K02000001,12055.5,41765,8087005,150,137564,205.1
2021-10-07,United Kingdom,K02000001,11995.0,40701,8046390,122,137417,204.9
2021-10-06,United Kingdom,K02000001,11935.8,39851,8006660,143,137295,204.7
2021-10-05,United Kingdom,K02000001,11878.1,33869,7967985,166,137152,204.5
2021-10-04,United Kingdom,K02000001,11828.8,35077,7934936,33,136986,204.2
2021-10-03,United Kingdom,K02000001,11777.8,30439,7900680,43,136953,204.2
2021-10-02,United Kingdom,K02000001,11733.6,30301,7871014,121,136910,204.1
2021-10-01,United Kingdom,K02000001,11689.7,35577,7841625,127,136789,203.9
2021-09-30,United Kingdom,K02000001,11638.2,36480,7807036,137,136662,203.7
2021-09-29,United Kingdom,K02000001,11584.9,36722,7771294,150,136525,203.5
2021-09-28,United Kingdom,K02000001,11532.6,34526,7736235,167,136375,203.3
2021-09-27,United Kingdom,K02000001,11481.2,37960,7701715,40,136208,203.0
2021-09-26,United Kingdom,K02000001,11425.3,32417,7664230,58,136168,203.0
2021-09-25,United Kingdom,K02000001,11377.8,32468,7632353,127,136110,202.9
2021-09-24,United Kingdom,K02000001,11331.8,35623,7601487,180,135983,202.7
2021-09-23,United Kingdom,K02000001,11278.7,36710,7565867,182,135803,202.4
2021-09-22,United Kingdom,K02000001,11225.3,34460,7530103,166,135621,202.2
2021-09-21,United Kingdom,K02000001,11175.3,31564,7496543,203,135455,201.9
2021-09-20,United Kingdom,K02000001,11129.0,36100,7465448,49,135252,201.6
2021-09-19,United Kingdom,K02000001,11075.7,29612,7429746,56,135203,201.6
2021-09-18,United Kingdom,K02000001,11032.5,30144,7400739,164,135147,201.5
2021-09-17,United Kingdom,K02000001,10988.6,32651,7371301,178,134983,201.2
2021-09-16,United Kingdom,K02000001,10940.5,26911,7339009,158,134805,201.0
2021-09-15,United Kingdom,K02000001,10901.2,30597,7312683,201,134647,200.7
2021-09-14,United Kingdom,K02000001,10856.7,26628,7282810,185,134446,200.4
2021-09-13,United Kingdom,K02000001,10817.6,30825,7256559,61,134261,200.1
2021-09-12,United Kingdom,K02000001,10772.4,29173,7226276,56,134200,200.1
2021-09-11,United Kingdom,K02000001,10729.8,29547,7197662,156,134144,200.0
2021-09-10,United Kingdom,K02000001,10686.8,37622,7168806,147,133988,199.7
2021-09-09,United Kingdom,K02000001,10632.0,38013,7132072,167,133841,199.5
2021-09-08,United Kingdom,K02000001,10576.1,38975,7094592,191,133674,199.3
2021-09-07,United Kingdom,K02000001,10518.7,37489,7056106,209,133483,199.0
2021-09-06,United Kingdom,K02000001,10463.3,41192,7018927,45,133274,198.7
2021-09-05,United Kingdom,K02000001,10402.5,37011,6978126,68,133229,198.6
2021-09-04,United Kingdom,K02000001,10348.1,37578,6941611,120,133161,198.5
2021-09-03,United Kingdom,K02000001,10293.4,42076,6904969,121,133041,198.3
2021-09-02,United Kingdom,K02000001,10230.7,38154,6862904,178,132920,198.1
2021-09-01,United Kingdom,K02000001,10174.3,35693,6825074,207,132742,197.9
2021-08-31,United Kingdom,K02000001,10121.4,32181,6789581,50,132535,197.6
2021-08-30,United Kingdom,K02000001,10073.8,26476,6757650,48,132485,197.5
2021-08-29,United Kingdom,K02000001,10034.7,33196,6731423,61,132437,197.4
2021-08-28,United Kingdom,K02000001,9985.6,32406,6698486,133,132376,197.3
2021-08-27,United Kingdom,K02000001,9937.8,38046,6666399,100,132243,197.1
2021-08-26,United Kingdom,K02000001,9881.6,38281,6628709,140,132143,197.0
2021-08-25,United Kingdom,K02000001,9825.0,35847,6590747,149,132003,196.8
2021-08-24,United Kingdom,K02000001,9772.0,30838,6555200,174,131854,196.6
2021-08-23,United Kingdom,K02000001,9726.4,31914,6524581,40,131680,196.3
2021-08-22,United Kingdom,K02000001,9679.2,32253,6492906,49,131640,196.2
2021-08-21,United Kingdom,K02000001,9631.5,32058,6460930,104,131591,196.2
2021-08-20,United Kingdom,K02000001,9584.1,37314,6429147,114,131487,196.0
2021-08-19,United Kingdom,K02000001,9529.0,36572,6392160,113,131373,195.8
2021-08-18,United Kingdom,K02000001,9474.9,33904,6355887,111,131260,195.7
2021-08-17,United Kingdom,K02000001,9424.8,26852,6322241,170,131149,195.5
2021-08-16,United Kingdom,K02000001,9385.1,28438,6295613,26,130979,195.3
2021-08-15,United Kingdom,K02000001,9343.1,26750,6267437,61,130953,195.2
2021-08-14,United Kingdom,K02000001,9303.7,29520,6241011,93,130894,195.1
2021-08-13,United Kingdom,K02000001,9260.2,32700,6211868,100,130801,195.0
2021-08-12,United Kingdom,K02000001,9212.0,33074,6179506,94,130701,194.8
2021-08-11,United Kingdom,K02000001,9163.2,29612,6146800,104,130607,194.7
2021-08-10,United Kingdom,K02000001,9119.6,23510,6117540,146,130503,194.5
2021-08-09,United Kingdom,K02000001,9084.9,25161,6094243,37,130357,194.3
2021-08-08,United Kingdom,K02000001,9047.8,27429,6069362,39,130320,194.3
2021-08-07,United Kingdom,K02000001,9007.4,28612,6042252,103,130281,194.2
2021-08-06,United Kingdom,K02000001,8965.3,31808,6014023,92,130178,194.1
2021-08-05,United Kingdom,K02000001,8918.4,30215,5982581,86,130086,193.9
2021-08-04,United Kingdom,K02000001,8874.0,29312,5952756,119,130000,193.8
2021-08-03,United Kingdom,K02000001,8830.8,21691,5923820,138,129881,193.6
2021-08-02,United Kingdom,K02000001,8798.8,21952,5902354,24,129743,193.4
2021-08-01,United Kingdom,K02000001,8766.5,24470,5880667,65,129719,193.4
2021-07-31,United Kingdom,K02000001,8730.5,26144,5856528,71,129654,193.3
2021-07-30,United Kingdom,K02000001,8692.1,29622,5830774,68,129583,193.2
2021-07-29,United Kingdom,K02000001,8648.6,31117,5801561,85,129515,193.1
2021-07-28,United Kingdom,K02000001,8602.9,27734,5770928,91,129430,192.9
2021-07-27,United Kingdom,K02000001,8565.0,23511,5745526,131,129303,192.8
2021-07-26,United Kingdom,K02000001,8530.4,24950,5722298,14,129172,192.6
2021-07-25,United Kingdom,K02000001,8494.0,29173,5697912,28,129158,192.5
2021-07-24,United Kingdom,K02000001,8451.3,31795,5669260,86,129130,192.5
2021-07-23,United Kingdom,K02000001,8404.7,36389,5637975,64,129044,192.4
2021-07-22,United Kingdom,K02000001,8351.5,39906,5602321,84,128980,192.3
2021-07-21,United Kingdom,K02000001,8292.9,44104,5563006,73,128896,192.1
2021-07-20,United Kingdom,K02000001,8228.2,46558,5519602,96,128823,192.0
2021-07-19,United Kingdom,K02000001,8159.5,39950,5473477,19,128727,191.9
2021-07-18,United Kingdom,K02000001,8100.5,48161,5433939,25,128708,191.9
2021-07-17,United Kingdom,K02000001,8029.6,54674,5386340,41,128683,191.8
2021-07-16,United Kingdom,K02000001,7949.1,51870,5332371,49,128642,191.8
2021-07-15,United Kingdom,K02000001,7872.7,48553,5281098,63,128593,191.7
2021-07-14,United Kingdom,K02000001,7801.3,42302,5233207,49,128530,191.6
2021-07-13,United Kingdom,K02000001,7739.1,36660,5191459,50,128481,191.5
2021-07-12,United Kingdom,K02000001,7685.1,34471,5155243,6,128431,191.5
2021-07-11,United Kingdom,K02000001,7634.4,31772,5121245,26,128425,191.4
2021-07-10,United Kingdom,K02000001,7587.7,32367,5089893,34,128399,191.4
2021-07-09,United Kingdom,K02000001,7540.3,35707,5058093,29,128365,191.4
2021-07-08,United Kingdom,K02000001,7487.8,32551,5022893,35,128336,191.3
2021-07-07,United Kingdom,K02000001,7440.1,32548,4990916,33,128301,191.3
2021-07-06,United Kingdom,K02000001,7392.3,28773,4958868,37,128268,191.2
2021-07-05,United Kingdom,K02000001,7350.1,27334,4930534,9,128231,191.2
2021-07-04,United Kingdom,K02000001,7309.7,24248,4903434,15,128222,191.1
2021-07-03,United Kingdom,K02000001,7274.2,24885,4879616,18,128207,191.1
2021-07-02,United Kingdom,K02000001,7237.7,27125,4855169,27,128189,191.1
2021-07-01,United Kingdom,K02000001,7197.9,27989,4828463,22,128162,191.1
2021-06-30,United Kingdom,K02000001,7156.9,26068,4800907,14,128140,191.0
2021-06-29,United Kingdom,K02000001,7118.7,20479,4775301,23,128126,191.0
2021-06-28,United Kingdom,K02000001,7088.5,22868,4755078,3,128103,191.0
2021-06-27,United Kingdom,K02000001,7054.8,14876,4732434,11,128100,191.0
2021-06-26,United Kingdom,K02000001,7033.0,18270,4717811,23,128089,190.9
2021-06-25,United Kingdom,K02000001,7006.2,15810,4699868,18,128066,190.9
2021-06-24,United Kingdom,K02000001,6983.4,16703,4684572,21,128048,190.9
2021-06-23,United Kingdom,K02000001,6958.5,16135,4667870,19,128027,190.9
2021-06-22,United Kingdom,K02000001,6934.9,11625,4651988,27,128008,190.8
2021-06-21,United Kingdom,K02000001,6917.7,10633,4640507,5,127981,190.8
2021-06-20,United Kingdom,K02000001,6902.1,9284,4630040,6,127976,190.8
2021-06-19,United Kingdom,K02000001,6888.6,10321,4620968,14,127970,190.8
2021-06-18,United Kingdom,K02000001,6873.6,10476,4610893,11,127956,190.7
2021-06-17,United Kingdom,K02000001,6858.3,11007,4600623,19,127945,190.7
2021-06-16,United Kingdom,K02000001,6842.2,9055,4589814,9,127926,190.7
2021-06-15,United Kingdom,K02000001,6829.0,7673,4581006,10,127917,190.7
2021-06-14,United Kingdom,K02000001,6817.7,7742,4573419,3,127907,190.7
2021-06-13,United Kingdom,K02000001,6806.4,7490,4565813,8,127904,190.7
2021-06-12,United Kingdom,K02000001,6795.5,7738,4558494,12,127896,190.7
2021-06-11,United Kingdom,K02000001,6784.2,8125,4550944,17,127884,190.6
2021-06-10,United Kingdom,K02000001,6772.4,7393,4542986,7,127867,190.6
2021-06-09,United Kingdom,K02000001,6761.6,7540,4535754,6,127860,190.6
2021-06-08,United Kingdom,K02000001,6750.7,6048,4528442,13,127854,190.6
2021-06-07,United Kingdom,K02000001,6741.8,5683,4522476,1,127841,190.6
2021-06-06,United Kingdom,K02000001,6733.5,5341,4516892,4,127840,190.6
2021-06-05,United Kingdom,K02000001,6725.7,5765,4511669,13,127836,190.6
2021-06-04,United Kingdom,K02000001,6717.3,6238,4506018,11,127823,190.5
2021-06-03,United Kingdom,K02000001,6708.1,5274,4499878,18,127812,190.5
2021-06-02,United Kingdom,K02000001,6700.4,4330,4494699,12,127794,190.5
2021-06-01,United Kingdom,K02000001,6694.0,3165,4490438,0,127782,190.5
2021-05-31,United Kingdom,K02000001,6689.4,3383,4487339,1,127782,190.5
2021-05-30,United Kingdom,K02000001,6684.5,3240,4484056,6,127781,190.5
2021-05-29,United Kingdom,K02000001,6679.9,3398,4480945,7,127775,190.5
2021-05-28,United Kingdom,K02000001,6675.0,4182,4477705,10,127768,190.5
2021-05-27,United Kingdom,K02000001,6669.0,3542,4473677,10,127758,190.5
2021-05-26,United Kingdom,K02000001,6664.0,3180,4470297,9,127748,190.4
2021-05-25,United Kingdom,K02000001,6659.6,2493,4467310,15,127739,190.4
2021-05-24,United Kingdom,K02000001,6656.0,2439,4464900,3,127724,190.4
2021-05-23,United Kingdom,K02000001,6652.4,2235,4462538,5,127721,190.4
2021-05-22,United Kingdom,K02000001,6649.3,2694,4460446,6,127716,190.4
2021-05-21,United Kingdom,K02000001,6645.6,2829,4457923,9,127710,190.4
2021-05-20,United Kingdom,K02000001,6641.5,2874,4455221,7,127701,190.4
2021-05-19,United Kingdom,K02000001,6637.5,2696,4452527,3,127694,190.4
2021-05-18,United Kingdom,K02000001,6634.3,2412,4450392,7,127691,190.4
2021-05-17,United Kingdom,K02000001,6637.9,1979,4452756,5,127684,190.3
2021-05-16,United Kingdom,K02000001,6634.9,1926,4450777,4,127679,190.3
2021-05-15,United Kingdom,K02000001,6632.0,2027,4448851,7,127675,190.3
2021-05-14,United Kingdom,K02000001,6629.0,2193,4446824,17,127668,190.3
2021-05-13,United Kingdom,K02000001,6625.7,2657,4444631,11,127651,190.3
2021-05-12,United Kingdom,K02000001,6621.8,2284,4441975,11,127640,190.3
2021-05-11,United Kingdom,K02000001,6618.4,2474,4439691,20,127629,190.3
2021-05-10,United Kingdom,K02000001,6614.7,2357,4437217,4,127609,190.2
2021-05-09,United Kingdom,K02000001,6611.2,1770,4434860,2,127605,190.2
2021-05-08,United Kingdom,K02000001,6608.5,2047,4433090,5,127603,190.2
2021-05-07,United Kingdom,K02000001,6605.5,2490,4431043,15,127598,190.2
2021-05-06,United Kingdom,K02000001,6601.8,2613,4428553,13,127583,190.2
2021-05-05,United Kingdom,K02000001,6597.9,2144,4425940,27,127570,190.2
2021-05-04,United Kingdom,K02000001,6594.7,1946,4423796,4,127543,190.1
